Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/02/2020,02/01/2020,11/28/2020,MI,Houghton County,26061,Micropolitan,10,293
12/02/2020,02/01/2020,11/28/2020,MI,Ingham County,26065,Medium metro,130,2679
12/02/2020,02/01/2020,11/28/2020,MI,Iosco County,26069,Noncore,10,300
12/02/2020,02/01/2020,11/28/2020,MI,Iron County,26071,Noncore,30,174
12/02/2020,02/01/2020,11/28/2020,MI,Jackson County,26075,Small metro,128,1614
12/02/2020,02/01/2020,11/28/2020,MI,Kalamazoo County,26077,Medium metro,190,2664
12/02/2020,02/01/2020,11/28/2020,MI,Kent County,26081,Large central metro,314,5321
12/02/2020,02/01/2020,11/28/2020,MI,Lapeer County,26087,Large fringe metro,44,747
12/02/2020,02/01/2020,11/28/2020,MI,Livingston County,26093,Large fringe metro,37,1127
12/02/2020,02/01/2020,11/28/2020,MI,Macomb County,26099,Large fringe metro,804,7234
12/02/2020,02/01/2020,11/28/2020,MI,Marquette County,26103,Micropolitan,46,662
12/02/2020,02/01/2020,11/28/2020,MI,Midland County,26111,Small metro,27,855
12/02/2020,02/01/2020,11/28/2020,MI,Monroe County,26115,Small metro,25,1002
12/02/2020,02/01/2020,11/28/2020,MI,Muskegon County,26121,Small metro,135,1628
12/02/2020,02/01/2020,11/28/2020,MI,Oakland County,26125,Large fringe metro,1567,11995
12/02/2020,02/01/2020,11/28/2020,MI,Ottawa County,26139,Large fringe metro,82,1689
12/02/2020,02/01/2020,11/28/2020,MI,Saginaw County,26145,Small metro,241,2383
12/02/2020,02/01/2020,11/28/2020,MI,St. Clair County,26147,Large fringe metro,61,1437
12/02/2020,02/01/2020,11/28/2020,MI,St. Joseph County,26149,Micropolitan,13,419
12/02/2020,02/01/2020,11/28/2020,MI,Shiawassee County,26155,Micropolitan,23,586
12/02/2020,02/01/2020,11/28/2020,MI,Tuscola County,26157,Noncore,14,384
12/02/2020,02/01/2020,11/28/2020,MI,Van Buren County,26159,Medium metro,12,464
12/02/2020,02/01/2020,11/28/2020,MI,Washtenaw County,26161,Medium metro,297,3400
12/02/2020,02/01/2020,11/28/2020,MI,Wayne County,26163,Large central metro,2505,18225
12/02/2020,02/01/2020,11/28/2020,MI,Wexford County,26165,Micropolitan,10,304
12/02/2020,02/01/2020,11/28/2020,MN,Aitkin County,27001,Noncore,20,197
12/02/2020,02/01/2020,11/28/2020,MN,Anoka County,27003,Large fringe metro,252,1974
12/02/2020,02/01/2020,11/28/2020,MN,Becker County,27005,Noncore,12,299
12/02/2020,02/01/2020,11/28/2020,MN,Beltrami County,27007,Micropolitan,23,357
12/02/2020,02/01/2020,11/28/2020,MN,Benton County,27009,Small metro,25,306
12/02/2020,02/01/2020,11/28/2020,MN,Blue Earth County,27013,Small metro,29,493
12/02/2020,02/01/2020,11/28/2020,MN,Carver County,27019,Large fringe metro,11,427
12/02/2020,02/01/2020,11/28/2020,MN,Clay County,27027,Small metro,34,287
12/02/2020,02/01/2020,11/28/2020,MN,Crow Wing County,27035,Micropolitan,28,528
12/02/2020,02/01/2020,11/28/2020,MN,Dakota County,27037,Large fringe metro,98,1968
12/02/2020,02/01/2020,11/28/2020,MN,Douglas County,27041,Micropolitan,27,362
12/02/2020,02/01/2020,11/28/2020,MN,Goodhue County,27049,Micropolitan,24,416
12/02/2020,02/01/2020,11/28/2020,MN,Hennepin County,27053,Large central metro,1179,9822
12/02/2020,02/01/2020,11/28/2020,MN,Hubbard County,27057,Noncore,14,177
12/02/2020,02/01/2020,11/28/2020,MN,Itasca County,27061,Noncore,14,381
12/02/2020,02/01/2020,11/28/2020,MN,Kandiyohi County,27067,Micropolitan,23,319
12/02/2020,02/01/2020,11/28/2020,MN,Lyon County,27083,Micropolitan,13,175
12/02/2020,02/01/2020,11/28/2020,MN,Martin County,27091,Noncore,12,165
12/02/2020,02/01/2020,11/28/2020,MN,Mille Lacs County,27095,Large fringe metro,23,236
12/02/2020,02/01/2020,11/28/2020,MN,Morrison County,27097,Noncore,20,263
12/02/2020,02/01/2020,11/28/2020,MN,Mower County,27099,Micropolitan,23,287
12/02/2020,02/01/2020,11/28/2020,MN,Nicollet County,27103,Small metro,18,157
12/02/2020,02/01/2020,11/28/2020,MN,Nobles County,27105,Micropolitan,16,143
12/02/2020,02/01/2020,11/28/2020,MN,Olmsted County,27109,Small metro,61,1749
12/02/2020,02/01/2020,11/28/2020,MN,Otter Tail County,27111,Micropolitan,11,539
12/02/2020,02/01/2020,11/28/2020,MN,Pipestone County,27117,Noncore,13,90
12/02/2020,02/01/2020,11/28/2020,MN,Polk County,27119,Small metro,14,247
12/02/2020,02/01/2020,11/28/2020,MN,Ramsey County,27123,Large central metro,620,4831
12/02/2020,02/01/2020,11/28/2020,MN,Redwood County,27127,Noncore,11,125
12/02/2020,02/01/2020,11/28/2020,MN,Renville County,27129,Noncore,15,124
12/02/2020,02/01/2020,11/28/2020,MN,Rice County,27131,Micropolitan,19,418
12/02/2020,02/01/2020,11/28/2020,MN,St. Louis County,27137,Medium metro,139,2390
12/02/2020,02/01/2020,11/28/2020,MN,Scott County,27139,Large fringe metro,37,583
12/02/2020,02/01/2020,11/28/2020,MN,Sherburne County,27141,Large fringe metro,32,475
12/02/2020,02/01/2020,11/28/2020,MN,Stearns County,27145,Small metro,143,1551
12/02/2020,02/01/2020,11/28/2020,MN,Todd County,27153,Noncore,13,152
12/02/2020,02/01/2020,11/28/2020,MN,Washington County,27163,Large fringe metro,76,1320
12/02/2020,02/01/2020,11/28/2020,MN,Winona County,27169,Micropolitan,28,309
12/02/2020,02/01/2020,11/28/2020,MN,Wright County,27171,Large fringe metro,22,573
12/02/2020,02/01/2020,11/28/2020,MO,Barry County,29009,Noncore,14,290
12/02/2020,02/01/2020,11/28/2020,MO,Boone County,29019,Small metro,116,1891
12/02/2020,02/01/2020,11/28/2020,MO,Buchanan County,29021,Small metro,81,1004
12/02/2020,02/01/2020,11/28/2020,MO,Butler County,29023,Micropolitan,36,608
12/02/2020,02/01/2020,11/28/2020,MO,Camden County,29029,Noncore,43,519
12/02/2020,02/01/2020,11/28/2020,MO,Cape Girardeau County,29031,Small metro,117,1246
12/02/2020,02/01/2020,11/28/2020,MO,Cass County,29037,Large fringe metro,25,664
12/02/2020,02/01/2020,11/28/2020,MO,Christian County,29043,Medium metro,15,378
12/02/2020,02/01/2020,11/28/2020,MO,Clay County,29047,Large fringe metro,190,2089
12/02/2020,02/01/2020,11/28/2020,MO,Clinton County,29049,Large fringe metro,31,264
12/02/2020,02/01/2020,11/28/2020,MO,Cole County,29051,Small metro,122,856
12/02/2020,02/01/2020,11/28/2020,MO,Crawford County,29055,Noncore,10,244
12/02/2020,02/01/2020,11/28/2020,MO,Dade County,29057,Noncore,18,73
12/02/2020,02/01/2020,11/28/2020,MO,Dallas County,29059,Medium metro,13,179
12/02/2020,02/01/2020,11/28/2020,MO,Douglas County,29067,Noncore,14,112
12/02/2020,02/01/2020,11/28/2020,MO,Franklin County,29071,Large fringe metro,83,829
12/02/2020,02/01/2020,11/28/2020,MO,Gasconade County,29073,Noncore,17,172
12/02/2020,02/01/2020,11/28/2020,MO,Greene County,29077,Medium metro,357,3838
12/02/2020,02/01/2020,11/28/2020,MO,Howell County,29091,Micropolitan,57,549
12/02/2020,02/01/2020,11/28/2020,MO,Jackson County,29095,Large central metro,371,6794
12/02/2020,02/01/2020,11/28/2020,MO,Jasper County,29097,Small metro,56,808
12/02/2020,02/01/2020,11/28/2020,MO,Jefferson County,29099,Large fringe metro,77,1334
12/02/2020,02/01/2020,11/28/2020,MO,Johnson County,29101,Micropolitan,28,340
12/02/2020,02/01/2020,11/28/2020,MO,Laclede County,29105,Micropolitan,32,279
12/02/2020,02/01/2020,11/28/2020,MO,Lafayette County,29107,Large fringe metro,18,247
12/02/2020,02/01/2020,11/28/2020,MO,Lawrence County,29109,Noncore,24,325
12/02/2020,02/01/2020,11/28/2020,MO,Linn County,29115,Noncore,10,99
12/02/2020,02/01/2020,11/28/2020,MO,Livingston County,29117,Noncore,13,140
12/02/2020,02/01/2020,11/28/2020,MO,Marion County,29127,Micropolitan,24,334
12/02/2020,02/01/2020,11/28/2020,MO,New Madrid County,29143,Noncore,11,172
12/02/2020,02/01/2020,11/28/2020,MO,Newton County,29145,Small metro,148,1342
12/02/2020,02/01/2020,11/28/2020,MO,Nodaway County,29147,Micropolitan,10,128
12/02/2020,02/01/2020,11/28/2020,MO,Pemiscot County,29155,Noncore,15,180
12/02/2020,02/01/2020,11/28/2020,MO,Pettis County,29159,Micropolitan,37,409
12/02/2020,02/01/2020,11/28/2020,MO,Phelps County,29161,Micropolitan,25,451
12/02/2020,02/01/2020,11/28/2020,MO,Platte County,29165,Large fringe metro,33,549
12/02/2020,02/01/2020,11/28/2020,MO,Polk County,29167,Medium metro,22,307
12/02/2020,02/01/2020,11/28/2020,MO,St. Charles County,29183,Large fringe metro,223,2680
12/02/2020,02/01/2020,11/28/2020,MO,St. Francois County,29187,Micropolitan,34,632
12/02/2020,02/01/2020,11/28/2020,MO,St. Louis County,29189,Large fringe metro,1113,11275
12/02/2020,02/01/2020,11/28/2020,MO,Scott County,29201,Micropolitan,30,411
12/02/2020,02/01/2020,11/28/2020,MO,Taney County,29213,Micropolitan,25,496
12/02/2020,02/01/2020,11/28/2020,MO,Vernon County,29217,Noncore,11,150
12/02/2020,02/01/2020,11/28/2020,MO,Webster County,29225,Medium metro,12,194
12/02/2020,02/01/2020,11/28/2020,MO,St. Louis city,29510,Large central metro,301,4141
12/02/2020,02/01/2020,11/28/2020,MS,Adams County,28001,Micropolitan,59,363
12/02/2020,02/01/2020,11/28/2020,MS,Alcorn County,28003,Micropolitan,50,504
12/02/2020,02/01/2020,11/28/2020,MS,Attala County,28007,Noncore,14,200
12/02/2020,02/01/2020,11/28/2020,MS,Bolivar County,28011,Micropolitan,40,308
12/02/2020,02/01/2020,11/28/2020,MS,Clarke County,28023,Micropolitan,18,124
12/02/2020,02/01/2020,11/28/2020,MS,Coahoma County,28027,Micropolitan,32,235
12/02/2020,02/01/2020,11/28/2020,MS,Copiah County,28029,Medium metro,19,212
12/02/2020,02/01/2020,11/28/2020,MS,Covington County,28031,Noncore,10,172
12/02/2020,02/01/2020,11/28/2020,MS,DeSoto County,28033,Large fringe metro,166,1377
12/02/2020,02/01/2020,11/28/2020,MS,Forrest County,28035,Small metro,241,1422
12/02/2020,02/01/2020,11/28/2020,MS,George County,28039,Noncore,14,198
12/02/2020,02/01/2020,11/28/2020,MS,Grenada County,28043,Micropolitan,24,254
12/02/2020,02/01/2020,11/28/2020,MS,Hancock County,28045,Medium metro,15,324
12/02/2020,02/01/2020,11/28/2020,MS,Harrison County,28047,Medium metro,135,2089
12/02/2020,02/01/2020,11/28/2020,MS,Hinds County,28049,Medium metro,590,4146
12/02/2020,02/01/2020,11/28/2020,MS,Holmes County,28051,Noncore,18,144
12/02/2020,02/01/2020,11/28/2020,MS,Itawamba County,28057,Micropolitan,10,150
12/02/2020,02/01/2020,11/28/2020,MS,Jackson County,28059,Medium metro,120,1345
12/02/2020,02/01/2020,11/28/2020,MS,Jones County,28067,Micropolitan,76,619
12/02/2020,02/01/2020,11/28/2020,MS,Lafayette County,28071,Micropolitan,133,698
12/02/2020,02/01/2020,11/28/2020,MS,Lamar County,28073,Small metro,74,488
12/02/2020,02/01/2020,11/28/2020,MS,Lauderdale County,28075,Micropolitan,285,1314
12/02/2020,02/01/2020,11/28/2020,MS,Lawrence County,28077,Noncore,10,114
12/02/2020,02/01/2020,11/28/2020,MS,Leake County,28079,Noncore,19,159
12/02/2020,02/01/2020,11/28/2020,MS,Lee County,28081,Micropolitan,275,1946
12/02/2020,02/01/2020,11/28/2020,MS,Leflore County,28083,Micropolitan,99,483
12/02/2020,02/01/2020,11/28/2020,MS,Lincoln County,28085,Micropolitan,49,373
12/02/2020,02/01/2020,11/28/2020,MS,Lowndes County,28087,Micropolitan,102,709
12/02/2020,02/01/2020,11/28/2020,MS,Madison County,28089,Medium metro,62,882
12/02/2020,02/01/2020,11/28/2020,MS,Marion County,28091,Noncore,11,220
12/02/2020,02/01/2020,11/28/2020,MS,Marshall County,28093,Large fringe metro,24,277
12/02/2020,02/01/2020,11/28/2020,MS,Monroe County,28095,Noncore,55,340
12/02/2020,02/01/2020,11/28/2020,MS,Montgomery County,28097,Noncore,13,115
12/02/2020,02/01/2020,11/28/2020,MS,Neshoba County,28099,Noncore,23,275
12/02/2020,02/01/2020,11/28/2020,MS,Oktibbeha County,28105,Micropolitan,48,295
12/02/2020,02/01/2020,11/28/2020,MS,Panola County,28107,Noncore,19,239
12/02/2020,02/01/2020,11/28/2020,MS,Pearl River County,28109,Micropolitan,30,488
12/02/2020,02/01/2020,11/28/2020,MS,Pike County,28113,Micropolitan,57,485
12/02/2020,02/01/2020,11/28/2020,MS,Prentiss County,28117,Noncore,13,188
12/02/2020,02/01/2020,11/28/2020,MS,Rankin County,28121,Medium metro,50,901
12/02/2020,02/01/2020,11/28/2020,MS,Simpson County,28127,Medium metro,28,236
12/02/2020,02/01/2020,11/28/2020,MS,Sunflower County,28133,Micropolitan,34,268
12/02/2020,02/01/2020,11/28/2020,MS,Tate County,28137,Large fringe metro,19,187
12/02/2020,02/01/2020,11/28/2020,MS,Tishomingo County,28141,Noncore,22,215
12/02/2020,02/01/2020,11/28/2020,MS,Union County,28145,Noncore,13,182
12/02/2020,02/01/2020,11/28/2020,MS,Warren County,28149,Micropolitan,79,543
12/02/2020,02/01/2020,11/28/2020,MS,Washington County,28151,Micropolitan,113,651
12/02/2020,02/01/2020,11/28/2020,MS,Wayne County,28153,Noncore,19,170
12/02/2020,02/01/2020,11/28/2020,MS,Webster County,28155,Noncore,13,120
12/02/2020,02/01/2020,11/28/2020,MS,Winston County,28159,Noncore,12,158
12/02/2020,02/01/2020,11/28/2020,MS,Yazoo County,28163,Medium metro,20,196
12/02/2020,02/01/2020,11/28/2020,MT,Cascade County,30013,Small metro,86,986
12/02/2020,02/01/2020,11/28/2020,MT,Dawson County,30021,Noncore,11,81
12/02/2020,02/01/2020,11/28/2020,MT,Flathead County,30029,Micropolitan,51,999
12/02/2020,02/01/2020,11/28/2020,MT,Gallatin County,30031,Micropolitan,17,499
12/02/2020,02/01/2020,11/28/2020,MT,Hill County,30041,Noncore,30,138
12/02/2020,02/01/2020,11/28/2020,MT,Lewis and Clark County,30049,Micropolitan,11,541
12/02/2020,02/01/2020,11/28/2020,MT,Missoula County,30063,Small metro,54,942
12/02/2020,02/01/2020,11/28/2020,MT,Roosevelt County,30085,Noncore,13,94
12/02/2020,02/01/2020,11/28/2020,MT,Silver Bow County,30093,Micropolitan,16,333
12/02/2020,02/01/2020,11/28/2020,MT,Yellowstone County,30111,Small metro,226,1871
12/02/2020,02/01/2020,11/28/2020,NC,Alamance County,37001,Small metro,18,1181
12/02/2020,02/01/2020,11/28/2020,NC,Beaufort County,37013,Micropolitan,24,333
12/02/2020,02/01/2020,11/28/2020,NC,Brunswick County,37019,Medium metro,15,862
12/02/2020,02/01/2020,11/28/2020,NC,Buncombe County,37021,Medium metro,119,2528
12/02/2020,02/01/2020,11/28/2020,NC,Burke County,37023,Medium metro,42,694
12/02/2020,02/01/2020,11/28/2020,NC,Cabarrus County,37025,Large fringe metro,98,1332
12/02/2020,02/01/2020,11/28/2020,NC,Caldwell County,37027,Medium metro,15,570
12/02/2020,02/01/2020,11/28/2020,NC,Catawba County,37035,Medium metro,56,1236
12/02/2020,02/01/2020,11/28/2020,NC,Chatham County,37037,Medium metro,50,547
12/02/2020,02/01/2020,11/28/2020,NC,Cleveland County,37045,Micropolitan,44,772
12/02/2020,02/01/2020,11/28/2020,NC,Columbus County,37047,Noncore,19,454
12/02/2020,02/01/2020,11/28/2020,NC,Craven County,37049,Small metro,35,778
12/02/2020,02/01/2020,11/28/2020,NC,Cumberland County,37051,Medium metro,89,1843
12/02/2020,02/01/2020,11/28/2020,NC,Davidson County,37057,Medium metro,19,930
12/02/2020,02/01/2020,11/28/2020,NC,Duplin County,37061,Noncore,23,312
12/02/2020,02/01/2020,11/28/2020,NC,Durham County,37063,Medium metro,155,2269
12/02/2020,02/01/2020,11/28/2020,NC,Edgecombe County,37065,Small metro,26,386
12/02/2020,02/01/2020,11/28/2020,NC,Forsyth County,37067,Medium metro,142,3296
12/02/2020,02/01/2020,11/28/2020,NC,Franklin County,37069,Large fringe metro,11,245
12/02/2020,02/01/2020,11/28/2020,NC,Gaston County,37071,Large fringe metro,53,1511
12/02/2020,02/01/2020,11/28/2020,NC,Granville County,37077,Micropolitan,14,315
12/02/2020,02/01/2020,11/28/2020,NC,Guilford County,37081,Medium metro,226,3459
12/02/2020,02/01/2020,11/28/2020,NC,Halifax County,37083,Micropolitan,14,356
12/02/2020,02/01/2020,11/28/2020,NC,Harnett County,37085,Micropolitan,31,550
12/02/2020,02/01/2020,11/28/2020,NC,Haywood County,37087,Medium metro,31,475
12/02/2020,02/01/2020,11/28/2020,NC,Henderson County,37089,Medium metro,69,935
12/02/2020,02/01/2020,11/28/2020,NC,Hertford County,37091,Noncore,28,202
12/02/2020,02/01/2020,11/28/2020,NC,Iredell County,37097,Large fringe metro,34,1089
12/02/2020,02/01/2020,11/28/2020,NC,Johnston County,37101,Large fringe metro,30,863
12/02/2020,02/01/2020,11/28/2020,NC,Lenoir County,37107,Micropolitan,25,420
12/02/2020,02/01/2020,11/28/2020,NC,Lincoln County,37109,Large fringe metro,17,463
12/02/2020,02/01/2020,11/28/2020,NC,McDowell County,37111,Micropolitan,13,236
12/02/2020,02/01/2020,11/28/2020,NC,Mecklenburg County,37119,Large central metro,354,5400
12/02/2020,02/01/2020,11/28/2020,NC,Moore County,37125,Micropolitan,64,993
12/02/2020,02/01/2020,11/28/2020,NC,Nash County,37127,Small metro,26,647
12/02/2020,02/01/2020,11/28/2020,NC,New Hanover County,37129,Medium metro,57,1938
12/02/2020,02/01/2020,11/28/2020,NC,Onslow County,37133,Small metro,16,607
12/02/2020,02/01/2020,11/28/2020,NC,Orange County,37135,Medium metro,86,980
12/02/2020,02/01/2020,11/28/2020,NC,Pasquotank County,37139,Micropolitan,24,351
12/02/2020,02/01/2020,11/28/2020,NC,Pitt County,37147,Small metro,89,1758
12/02/2020,02/01/2020,11/28/2020,NC,Randolph County,37151,Medium metro,20,782
12/02/2020,02/01/2020,11/28/2020,NC,Robeson County,37155,Micropolitan,54,828
12/02/2020,02/01/2020,11/28/2020,NC,Rockingham County,37157,Medium metro,14,682
12/02/2020,02/01/2020,11/28/2020,NC,Rowan County,37159,Large fringe metro,78,1091
12/02/2020,02/01/2020,11/28/2020,NC,Rutherford County,37161,Micropolitan,17,494
12/02/2020,02/01/2020,11/28/2020,NC,Scotland County,37165,Micropolitan,16,348
